 -0.1739493990   1.3885983882  -0.1769029606   1.1013723536   0.3423451885  -1.8604294819   0.0354977736  -0.8594597991  -1.5895099284   0.3788760851   0.2279779532  -0.6572193651  -0.3405720031  -0.4474626482  -0.6414069811  -2.3605497493   0.2753440352   0.0573159879  -3.1015574411   0.9126739406  -0.4101834716  -1.1882494461   0.2497107872   0.1645961316  -1.9086910664  -0.5423063034  -0.2385147348   0.0034536749   0.5246243191   0.6011753380  -0.6370901626  -0.7180442920   1.0302358072   0.6089909164   1.8030865780  -1.7993514471  -2.0610678921   0.1769342111  -0.3285074873   0.2101015163 
  0.6405768998  -0.3925419149  -0.9114164269  -0.9326165416   2.1417380141  -1.2482971488  -1.9207143856   1.9760707550   0.2613562206   0.2128190701  -1.5020515896   0.0983626665   0.9136468490   0.0779231871   1.3017169407  -0.2345613409  -0.5802128576   0.4554198172   0.2313769691   0.7598924623   0.5046136503  -1.2871889659  -0.1419171147   0.6224456493  -0.1664238596   0.4603011466  -1.5579707474   0.7617363120  -0.4739855502  -2.0056915850   0.2828450365  -1.2815423323   0.0502717653  -1.6027069835  -0.8520246937   0.1149770122  -1.4553341412  -1.3336368377  -2.0246581668  -0.1567128492 
  0.7523172365  -1.1687527307   0.1561681775   0.0719467420  -1.6935943466  -0.1134614117   1.3631036255   0.2045061321  -0.4347542742  -0.3300955923  -0.0688149644   0.5669255312  -1.4339705784  -1.3232821388  -0.2806157248  -0.9994657806  -1.4087123380  -0.2119823975   0.9074410187  -0.5586407659  -0.6415691546  -0.8867137672   0.3946137316  -0.9869736471  -1.4245561497   0.2254306738  -0.1814572034  -0.2422162231   2.2661978456  -0.0463713175  -1.7193741374   0.4655035644  -0.5935499800  -2.5960480296  -0.0949997902  -1.7678229381  -0.7817008948   1.8950293981  -0.2275028079   0.0216711156 
 -0.6563534578   0.3704232113   0.4987203252   0.0982704626   1.1979611346  -1.2148657258   1.4140628402  -0.5714970958  -0.7531376110  -0.2896740077  -0.3642320770   0.9622302120  -0.9926383896   1.2871928546   0.7323303028   0.5704816782  -0.7823164745  -0.6701496612   1.1951292922   1.8761204433  -0.7269772797  -0.5545936941  -1.4651720593  -0.4322791361  -1.5412804736   1.0012483564   0.6190585937  -1.7562503595  -0.2490740076  -0.4678973127   0.0220721251  -0.8280349669   0.5897572102  -0.5986723113   0.4080488290  -0.2690514055  -0.1445892815  -0.7241081260  -1.4053521800   0.1119756960 
 -0.5354456289  -1.0340051984   0.3959991599   0.5932641388   0.7220580623  -0.6606915804   0.9851083338   1.3041420862   0.0999778235   0.4659296464  -0.1470207612   2.1836110559   1.1625563625   0.9380330299   2.4610273126  -0.3387925054  -0.2948222764  -0.2904679535  -0.5304127493   2.2735169510  -0.7004292166   0.2723530129  -1.5586156485  -0.8114380069  -0.0430630439  -0.6542513083  -1.0594860907  -1.4948712047   1.3037961333  -0.9767886365  -0.3105257915   1.2883361365   1.2469008795   1.5361169255   0.3083852192   0.5812874867  -0.1212513775  -0.1157948143   0.0308330287   0.2835433723 
  1.6486880154  -0.7908218889   0.1293967080  -0.3686227299   0.4379501437   0.8670260366  -2.1582774769  -1.5633186694  -0.6362114228  -1.0043810425  -1.3892817162  -0.7937659321  -0.9127466190  -1.2380890432   1.0881658607  -0.8148903778  -0.4291845874  -0.5312432173   0.8078349214  -0.9095037308  -0.7746937240  -0.7770681486  -0.5094863429  -0.1343349012   2.0916310475  -0.6835093018   1.5801704027  -0.8723229687   2.0164806603   0.5634498626  -2.1032689190  -0.0599727260   0.5478428320   0.0528711277  -0.3948600222   0.9879375672   0.9755422146  -0.2867624622   0.5275363466  -2.0242777558 
  1.1668211356  -0.5305098869  -0.3511047961   0.5391690894  -0.5127201077   2.6008524588   0.7085015420   0.5502874235   0.6509046462   0.4234599637   0.9699749825   0.8383891232  -0.1804555221  -0.4759877650   0.0957134558   1.0377863590  -1.2229995351   0.5047034308  -0.0697159533  -1.8743762866   2.8402042625   0.5312760060  -0.2154494877   1.6825436994  -1.1863997916   0.0862169431   0.5499298490   0.0131358682   0.8547467648   0.6410729209  -1.2948889353   0.6781559271   0.0393367174  -0.2045344988   2.0012730432   0.1297999285  -1.1716550606   1.7564553124  -1.1208899801   0.5320031684 
  0.7645601055   1.2901130225  -0.6300324122  -0.0107384303   2.0670224261  -1.6254691989   0.4680122844   2.6292316103  -0.6200952149  -1.0283368268   0.7188919496  -0.8892423299  -1.1915082291   0.5367655629   0.1184019896   0.9804341719  -0.0837221280   0.0766070668   0.4346306533   0.1035784814   0.7070601936   1.2120089687   0.0465722993  -0.0373200136  -0.9789423165  -1.9637176746   0.4312828646  -0.9509870691  -0.1963450182   1.0830458927  -0.1332346761   0.9417089489  -0.1845297526  -0.6033768780  -0.4531165599  -0.1174377386   1.4833771648   0.4672468132   0.0151050716  -0.0775693801 
 -0.0536411691  -2.1870074460   0.5848627308  -0.2362234644   0.3150810247  -1.4236694158  -0.1376792251  -0.4042579542  -0.3446707671  -1.3520368640  -0.6802917996   0.5649615250  -0.3864676393  -0.1301750169  -0.2862405315  -1.1216196738   0.0425016802  -0.4525686504  -0.8370634285  -1.7538116511   0.2008788521   0.7150734439   0.9737402438  -0.0737914124   1.8429460653   1.0291250646   0.8574169183   1.3248570516   0.8805300348   2.0834176900   0.3727816810   0.8716502605  -0.6108453953  -0.5710433455   0.0587730126  -0.1025862479  -0.0229650152  -1.0539530130   0.9880674543   1.4895058145 
  0.3382723269  -0.6106673816  -0.3787350781  -1.0134823999  -0.5907198074  -2.3053899839   0.2531116503   1.5650945159   0.3959084812   0.3314155201  -1.5545996035  -0.0715750612  -0.9017663702  -1.8927230777   0.3174623328  -0.5619884470   0.8045767593   0.0278567509  -0.0715798098   1.0501394684  -0.8178215233   1.4424687525  -1.4305821757   1.0941983425  -1.3521030983   0.3028295358  -2.0514093217  -0.2484672270   0.0505972015  -0.6479954913   1.1000560129   0.3329253957   1.6704135939   0.3846114141  -0.1452849990   2.2847691427   0.8986858091  -0.9349112314   0.1208605439   2.8753919637 
